nb,Parasite,Host,site,PSR,Type,,,,,,
8749,Mastadenovirus sp.,Propithecus edwardsi,Ranomafana,0,Virus,1,0,0,1,0,0
9477,Entamoeba histolytica,Propithecus edwardsi,Ranomafana,0,Protozoa,1,0,0,1,0,0
8847,Escherichia coli,Propithecus edwardsi,Ranomafana,0,Bacteria,1,0,0,1,0,0
536,Lemuricola sp.,Propithecus edwardsi,Ranomafana,0.056,Helminth,0,0,0,1,0,0
4847,Lemuricola sp.,Propithecus edwardsi,Ranomafana,0.125,Helminth,0,0,0,1,0,0
4999,Lemuricola sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,1,0,0
6043,Lemuricola sp.,Propithecus edwardsi,Ranomafana,,Helminth,0,0,0,1,0,0
535,Anoplocephala sp.,Propithecus edwardsi,Ranomafana,0.056,Helminth,0,0,0,0,0,1
4846,Anoplocephala sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
4998,Anoplocephala sp.,Propithecus edwardsi,Ranomafana,0.125,Helminth,0,0,0,0,0,1
6039,Anoplocephala sp.,Propithecus edwardsi,Ranomafana,,Helminth,0,0,0,0,0,1
6040,Anoplocephala sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
6037,Moniezia sp.,Propithecus edwardsi,Ranomafana,0.6,Helminth,0,0,0,0,0,1
6038,Moniezia sp.,Propithecus edwardsi,Ranomafana,0.125,Helminth,0,0,0,0,0,1
6041,Strongylus sp.,Propithecus edwardsi,Ranomafana,,Helminth,0,0,0,1,0,0
6042,Strongylus sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,1,0,0
8753,Rotavirus sp.,Propithecus edwardsi,Ranomafana,0,Virus,1,0,0,1,0,0
8851,Shigella sp.,Propithecus edwardsi,Ranomafana,0,Bacteria,1,0,0,0,1,0
8860,Yersinia sp.,Propithecus edwardsi,Ranomafana,0,Bacteria,1,0,0,1,1,0
8750,Enterovirus sp.,Propithecus edwardsi,Ranomafana,0.167,Virus,1,0,0,1,0,0
8751,Norovirus sp.,Propithecus edwardsi,Ranomafana,0.25,Virus,1,,,1,0,0
8752,Norovirus sp.,Propithecus edwardsi,Ranomafana,0.417,Virus,1,,,1,0,0
8854,Salmonella enterica,Propithecus edwardsi,Ranomafana,0,Bacteria,1,0,0,1,0,0
8857,Vibrio cholerae,Propithecus edwardsi,Ranomafana,0,Bacteria,0,,,1,0,0
647,Paulianfilaria pauliana,Propithecus verreauxi,Lambomakandro,,Helminth,0,0,0,0,1,0
630,Lemuricola trichuroides,Propithecus verreauxi,Lambomakandro,,Helminth,1,,,1,0,0
2167,Lemuricola trichuroides,Propithecus verreauxi,MADAGASCAR,,Helminth,1,,,1,0,0
7909,Subulura sp.,Propithecus verreauxi,Beza Mahafaly,0,Helminth,0,0,0,0,0,1
8435,Plasmodium sp.,Propithecus verreauxi,Kirindy,0.36,Protozoa,0,0,0,0,1,0
6202,Balantidium sp.,Propithecus verreauxi,Beza Mahafaly,0,Protozoa,0,0,0,0,0,0
7903,Balantidium sp.,Propithecus verreauxi,Beza Mahafaly,0,Protozoa,0,0,0,0,0,0
660,Paulianfilaria pauliana,Propithecus verreauxi,Behara,,Helminth,0,0,0,0,1,0
8436,Babesia sp.,Propithecus verreauxi,Kirindy,0.556,Protozoa,0,0,0,0,0,0
7288,Entamoeba sp.,Propithecus verreauxi,Beza Mahafaly,0,Protozoa,0,0,0,0,0,0
7904,Entamoeba sp.,Propithecus verreauxi,Beza Mahafaly,0,Protozoa,0,0,0,0,0,0
1602,Enterobius sp.,Propithecus verreauxi,Beza Mahafaly,0.056,Helminth,1,0,0,1,0,0
7289,Trichuris sp.,Propithecus verreauxi,Beza Mahafaly,0,Helminth,0,0,0,1,0,0
7910,Trichuris sp.,Propithecus verreauxi,Beza Mahafaly,0,Helminth,0,0,0,1,0,0
1603,Ogmocotyle sp.,Propithecus verreauxi,Beza Mahafaly,0.056,Helminth,0,0,0,0,0,1
6204,Lemuricola trichuroides,Propithecus verreauxi,Beza Mahafaly,0.385,Helminth,1,,,1,0,0
6205,Lemurostrongylus sp.,Propithecus verreauxi,Beza Mahafaly,0.115,Helminth,0,0,0,1,0,0
6301,Plasmodium sp.,Propithecus verreauxi,MADAGASCAR,,Protozoa,0,0,0,0,1,0
7907,Lemurostrongylus sp.,Propithecus verreauxi,Beza Mahafaly,0.115,Helminth,0,0,0,1,0,0
1453,Molineus elegans,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,1,0,0
1468,Rictularia sp.,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
1470,Viannaia sp.,Saguinus fuscicollis,BRAZIL,,Helminth,,,,,0,0
9347,Mansonella mariae,Saguinus fuscicollis,Rio Los Amigos EBLA,0.54,Helminth,0,0,0,0,1,0
9348,Mansonella mariae,Saguinus fuscicollis,Rio Los Amigos EBLA,0.67,Helminth,0,0,0,0,1,0
9349,Mansonella mariae,Saguinus fuscicollis,Rio Los Amigos EBLA,0.67,Helminth,0,0,0,0,1,0
9344,Dipetalonema sp.,Saguinus fuscicollis,Rio Los Amigos EBLA,0.29,Helminth,0,0,0,0,1,0
9345,Dipetalonema sp.,Saguinus fuscicollis,Rio Los Amigos EBLA,0.49,Helminth,0,0,0,0,1,0
9346,Dipetalonema sp.,Saguinus fuscicollis,Rio Los Amigos EBLA,0.58,Helminth,0,0,0,0,1,0
9350,Trypanosoma minasense,Saguinus fuscicollis,Rio Los Amigos EBLA,0.69,Protozoa,0,0,0,0,1,0
9351,Trypanosoma minasense,Saguinus fuscicollis,Rio Los Amigos EBLA,0.57,Protozoa,0,0,0,0,1,0
9352,Trypanosoma minasense,Saguinus fuscicollis,Rio Los Amigos EBLA,0.92,Protozoa,0,0,0,0,1,0
1461,Spirura marmosetae,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
7947,Cryptosporidium sp.,Saguinus fuscicollis,Estacion Biologica Quebrada Blanco,0,Protozoa,1,,,1,,
8576,Plasmodium vivax,Saguinus fuscicollis,Rondonia,0,Protozoa,0,0,0,0,1,0
8537,Plasmodium falciparum,Saguinus fuscicollis,Rondonia,0,Protozoa,0,0,0,0,1,0
7944,Giardia sp.,Saguinus fuscicollis,Estacion Biologica Quebrada Blanco,0,Protozoa,0,0,0,1,0,0
1450,Filariopsis barretoi,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
1451,Filariopsis barretoi,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
8577,Plasmodium simium,Saguinus fuscicollis,Rondonia,0,Protozoa,0,0,0,0,1,0
1454,Prosthenorchis elegans,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
1536,Prosthenorchis elegans,Saguinus fuscicollis,COLOMBIA,,Helminth,0,0,0,0,0,1
7575,Prosthenorchis elegans,Saguinus fuscicollis,Estacion Biologica Quebrada Blanco,0.35,Helminth,0,0,0,0,0,1
2284,Plasmodium brasilianum,Saguinus fuscicollis,SOUTH AMERICA,0,Protozoa,0,0,0,0,1,0
2809,Plasmodium brasilianum,Saguinus fuscicollis,Samuel,0,Protozoa,0,0,0,0,1,0
3746,Plasmodium brasilianum,Saguinus fuscicollis,Samuel,0,Protozoa,0,0,0,0,1,0
8536,Plasmodium brasilianum,Saguinus fuscicollis,Rondonia,0,Protozoa,0,0,0,0,1,0
9517,Plasmodium brasilianum,Saguinus fuscicollis,Rio Los Amigos EBLA,0.028,Protozoa,0,0,0,0,1,0
9797,Plasmodium brasilianum,Saguinus fuscicollis,Rio Los Amigos EBLA,0,Protozoa,0,0,0,0,1,0
9798,Plasmodium brasilianum,Saguinus fuscicollis,Rio Los Amigos EBLA,0,Protozoa,0,0,0,0,1,0
9799,Plasmodium brasilianum,Saguinus fuscicollis,Rio Los Amigos EBLA,0,Protozoa,0,0,0,0,1,0
1462,Mansonella marmosetae,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1463,Mansonella marmosetae,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1460,Trichospirura leptostoma,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1452,Trypanoxyuris callithricis,Saguinus fuscicollis,BRAZIL,,Helminth,1,0,0,1,0,0
1472,Spirura sp.,Saguinus fuscicollis,Amazon,,Helminth,0,0,0,0,0,1
1455,Dipetalonema gracile,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1456,Dipetalonema gracile,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1457,Dipetalonema gracile,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,1,0
1469,Sarcocystis sp.,Saguinus fuscicollis,BRAZIL,,Protozoa,0,0,0,1,0,0
1464,Spirura guianensis,Saguinus fuscicollis,BRAZIL,,Helminth,0,0,0,0,0,1
1458,Primasubulura jacchi,Saguinus fuscicollis,COLOMBIA,,Helminth,1,0,0,0,0,0
1459,Primasubulura jacchi,Saguinus fuscicollis,BRAZIL,,Helminth,1,0,0,0,0,0
3755,Trypanosoma cruzi,Saguinus fuscicollis,Samuel,0.261,Protozoa,0,0,0,0,1,0
3772,Trypanosoma devei,Saguinus fuscicollis,Samuel,0.435,Protozoa,0,0,0,0,1,0
3795,Trypanosoma mycetae,Saguinus fuscicollis,Samuel,0,Protozoa,0,0,0,0,1,0
3764,Trypanosoma rangeli,Saguinus fuscicollis,Samuel,0.087,Protozoa,0,0,0,0,1,0
3787,Trypanosoma rangeli,Saguinus fuscicollis,Samuel,0,Protozoa,0,0,0,0,1,0
7585,Hymenolepis cebidarum,Saguinus fuscicollis,Estacion Biologica Quebrada Blanco,0.7,Helminth,0,0,0,0,0,1
2684,Salmonella enterica,Saguinus geoffroyi,PANAMA,0.00332226,Bacteria,1,0,0,1,0,0
2383,Vesiculovirus New Jersey vesiculovirus,Saguinus geoffroyi,Darien Province,0.75,Virus,0,0,0,0,1,0
2384,Vesiculovirus New Jersey vesiculovirus,Saguinus geoffroyi,Panama Province,0.09,Virus,0,0,0,0,1,0
1724,Mansonella marmosetae,Saguinus geoffroyi,PANAMA,,Helminth,0,0,0,0,1,0
6682,Mansonella parvum,Saguinus geoffroyi,Darien Province,0,Helminth,0,0,0,0,1,0
2679,Salmonella enterica,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,0,0
2686,Salmonella enterica,Saguinus geoffroyi,PANAMA,0.00332226,Bacteria,1,0,0,1,0,0
6679,Dipetalonema gracile,Saguinus geoffroyi,Darien Province,0,Helminth,0,0,0,0,1,0
3121,Flavivirus St. Louis encephalitis,Saguinus geoffroyi,Maje,0,Virus,0,0,0,0,1,0
2687,Salmonella enterica,Saguinus geoffroyi,PANAMA,0.00332226,Bacteria,1,0,0,1,0,0
841,Borrelia recurrentis,Saguinus geoffroyi,Panama,0.06,Bacteria,0,0,0,0,1,0
894,Borrelia recurrentis,Saguinus geoffroyi,PANAMA,,Bacteria,0,0,0,0,1,0
3180,Dipetalonema obtusa,Saguinus geoffroyi,PANAMA,0.01,Helminth,0,0,0,0,1,0
925,Dipetalonema sp.,Saguinus geoffroyi,PANAMA,0.73,Helminth,0,0,0,0,1,0
3179,Dipetalonema sp.,Saguinus geoffroyi,PANAMA,0.73,Helminth,0,0,0,0,1,0
2225,Trypanosoma minasense,Saguinus geoffroyi,PANAMA,,Protozoa,0,0,0,0,1,0
3165,Trypanosoma minasense,Saguinus geoffroyi,PANAMA,0.36,Protozoa,0,0,0,0,1,0
4630,Trypanosoma minasense,Saguinus geoffroyi,PANAMA,,Protozoa,0,0,0,0,1,0
2682,Salmonella enterica,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,0,0
3164,Trypanosoma cruzi,Saguinus geoffroyi,PANAMA,0.12,Protozoa,0,0,0,0,1,0
4632,Trypanosoma cruzi,Saguinus geoffroyi,PANAMA,,Protozoa,0,0,0,0,1,0
2685,Salmonella enterica,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,0,0
2224,Leishmania braziliensis,Saguinus geoffroyi,PANAMA,0.033,Protozoa,0,0,0,0,1,0
3119,Flavivirus Yellow Fever,Saguinus geoffroyi,Maje,0.05,Virus,0,0,0,0,1,0
3120,Flavivirus Ilheus,Saguinus geoffroyi,Maje,0,Virus,0,0,0,0,1,0
2259,Leishmania sp.,Saguinus geoffroyi,PANAMA,,Protozoa,0,0,0,0,0,0
2683,Salmonella enterica,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,0,0
1532,Allodapa sp.,Saguinus geoffroyi,Panama,,Helminth,0,0,0,0,0,1
2392,Flavivirus sp. ,Saguinus geoffroyi,PANAMA,,Virus,0,,,0,1,0
3122,Alphavirus Mayaro virus,Saguinus geoffroyi,Maje,0,Virus,0,0,0,0,1,0
2680,Salmonella enterica,Saguinus geoffroyi,PANAMA,0.00332226,Bacteria,1,0,0,1,0,0
6680,Mansonella atelensis,Saguinus geoffroyi,Darien Province,0,Helminth,0,0,0,0,1,0
3168,Trypanosoma sp.,Saguinus geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
4631,Trypanosoma sp.,Saguinus geoffroyi,COLOMBIA,,Protozoa,0,0,0,0,1,0
6681,Mansonella marmosetae,Saguinus geoffroyi,Darien Province,0.714,Helminth,0,0,0,0,1,0
1528,Trichospirura leptostoma,Saguinus geoffroyi,COLOMBIA,,Helminth,0,0,0,0,1,0
2086,Isospora arctopitheci,Saguinus geoffroyi,La Chorrera,0.5,Protozoa,0,0,0,1,0,0
2688,Shigella sonnei,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,1,0
2681,Salmonella sp.,Saguinus geoffroyi,PANAMA,0,Bacteria,1,0,0,1,0,0
3166,Trypanosoma mycetae,Saguinus geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
3167,Trypanosoma rangeli,Saguinus geoffroyi,PANAMA,0.55,Protozoa,0,0,0,0,1,0
6683,Mansonella panamensis,Saguinus geoffroyi,Darien Province,0,Helminth,0,0,0,0,1,0
6684,Dipetalonema obtusa,Saguinus geoffroyi,Darien Province,0,Helminth,0,0,0,0,1,0
9353,Dipetalonema sp.,Saguinus imperator,Rio Los Amigos EBLA,0.48,Helminth,0,0,0,0,1,0
9354,Dipetalonema sp.,Saguinus imperator,Rio Los Amigos EBLA,0.54,Helminth,0,0,0,0,1,0
9355,Dipetalonema sp.,Saguinus imperator,Rio Los Amigos EBLA,0.76,Helminth,0,0,0,0,1,0
9356,Trypanosoma minasense,Saguinus imperator,Rio Los Amigos EBLA,0.57,Protozoa,0,0,0,0,1,0
9357,Trypanosoma minasense,Saguinus imperator,Rio Los Amigos EBLA,0.38,Protozoa,0,0,0,0,1,0
9358,Trypanosoma minasense,Saguinus imperator,Rio Los Amigos EBLA,1,Protozoa,0,0,0,0,1,0
2285,Plasmodium brasilianum,Saguinus imperator,SOUTH AMERICA,0,Protozoa,0,0,0,0,1,0
9513,Plasmodium brasilianum,Saguinus imperator,Rio Los Amigos EBLA,0.143,Protozoa,0,0,0,0,1,0
9514,Plasmodium brasilianum,Saguinus imperator,Rio Los Amigos EBLA,0.125,Protozoa,0,0,0,0,1,0
9515,Plasmodium brasilianum,Saguinus imperator,Rio Los Amigos EBLA,0.095,Protozoa,0,0,0,0,1,0
9516,Plasmodium brasilianum,Saguinus imperator,Rio Los Amigos EBLA,0.077,Protozoa,0,0,0,0,1,0
8816,Trichostrongylus sp.,Saguinus leucopus,COLOMBIA,0.263,Helminth,0,0,0,1,0,0
2226,Trypanosoma cruzi,Saguinus leucopus,BRAZIL,,Protozoa,0,0,0,0,1,0
4633,Trypanosoma cruzi,Saguinus leucopus,COLOMBIA,,Protozoa,0,0,0,0,1,0
8820,Ascaris sp.,Saguinus leucopus,COLOMBIA,0.053,Helminth,0,0,0,1,0,0
8818,Endolimax sp.,Saguinus leucopus,COLOMBIA,0.105,Protozoa,0,0,0,0,0,0
8815,Prosthenorchis sp.,Saguinus leucopus,COLOMBIA,0.474,Helminth,0,0,0,0,0,1
8814,Trypanosoma sp.,Saguinus leucopus,COLOMBIA,0.579,Protozoa,0,0,0,0,1,0
8819,Entamoeba sp.,Saguinus leucopus,COLOMBIA,0.053,Protozoa,0,0,0,0,0,0
1473,Trichospirura leptostoma,Saguinus leucopus,BRAZIL,,Helminth,0,0,0,0,1,0
8817,Strongyloides sp.,Saguinus leucopus,COLOMBIA,0.158,Helminth,0,0,0,1,0,0
1620,Toxoplasma gondii,Saguinus midas,French Guiana,0,Protozoa,0,0,0,0,0,1
3975,Toxoplasma gondii,Saguinus midas,Petit Saut,0,Protozoa,0,0,0,0,0,1
2227,Trypanosoma minasense,Saguinus midas,FRENCH GUIANA,,Protozoa,0,0,0,0,1,0
3969,Trypanosoma minasense,Saguinus midas,Petit Saut,0.4,Protozoa,0,0,0,0,1,0
1872,Plasmodium sp.,Saguinus midas,Sinnamary,0.055,Protozoa,0,0,0,0,1,0
4004,Plasmodium sp.,Saguinus midas,Petit Saut,0.22,Protozoa,0,0,0,0,1,0
3845,Plasmodium falciparum,Saguinus midas,Sinnamary region,0,Protozoa,0,0,0,0,1,0
6011,Trypanosoma cruzi,Saguinus midas,Poco das Antas,0.25,Protozoa,0,0,0,0,1,0
7710,Trypanosoma cruzi,Saguinus midas,Manaus,,Protozoa,0,0,0,0,1,0
1475,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1476,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1477,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1478,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1479,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1480,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1481,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1482,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1483,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1484,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1485,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1486,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1487,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1488,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1489,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1490,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1491,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1492,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1493,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1494,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1495,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1496,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1497,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
1725,Dipetalonema graciliformis,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
3967,Dipetalonema graciliformis,Saguinus midas,Petit Saut,,Helminth,0,0,0,0,1,0
879,Alphavirus Mayaro virus,Saguinus midas,French Guiana,0.19,Virus,0,0,0,0,1,0
600,Plasmodium simium,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
4757,Trypanosoma rangeli,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
1474,Prosthenorchis elegans,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,0,1
3202,Alphavirus Mayaro virus,Saguinus midas,Petit Saut,0.182,Virus,0,0,0,0,1,0
3966,Mansonella sp.,Saguinus midas,Petit Saut,,Helminth,0,0,0,0,1,0
3706,Trypanosoma sp.,Saguinus midas,Petit Saut,0.512,Protozoa,0,0,0,0,1,0
4634,Trypanosoma sp.,Saguinus midas,FRENCH GUIANA,,Protozoa,0,0,0,0,1,0
599,Plasmodium brasilianum,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
1901,Plasmodium brasilianum,Saguinus midas,Sinnamary,0.022,Protozoa,0,0,0,0,1,0
2287,Plasmodium brasilianum,Saguinus midas,SOUTH AMERICA,0.02,Protozoa,0,0,0,0,1,0
2810,Plasmodium brasilianum,Saguinus midas,Balbina,0,Protozoa,0,0,0,0,1,0
3707,Plasmodium brasilianum,Saguinus midas,Petit Saut,0.095,Protozoa,0,0,0,0,1,0
1498,Mansonella marmosetae,Saguinus midas,BRAZIL,,Helminth,0,0,0,0,1,0
3968,Dipetalonema gracile,Saguinus midas,Petit Saut,,Helminth,0,0,0,0,1,0
1876,Molineus midas,Saguinus midas,Aratay River,,Helminth,0,0,0,1,0,0
4769,Trypanosoma mycetae,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
3970,Trypanosoma rangeli,Saguinus midas,Petit Saut,0.2,Protozoa,0,0,0,0,1,0
4635,Trypanosoma devei,Saguinus midas,French Guiana,,Protozoa,0,0,0,0,1,0
4637,Trypanosoma devei,Saguinus midas,Brazil,,Protozoa,0,0,0,0,1,0
4739,Trypanosoma devei,Saguinus midas,Pará,0.167,Protozoa,0,0,0,0,1,0
3973,Mycoplasma sp.,Saguinus midas,Petit Saut,,Bacteria,,,,0,,0
3851,Plasmodium brasilianum,Saguinus midas,Sinnamary region,0.103,Protozoa,0,0,0,0,1,0
3847,Plasmodium vivax,Saguinus midas,Sinnamary region,0.034,Protozoa,0,0,0,0,1,0
3849,Plasmodium vivax,Saguinus midas,Sinnamary region,0,Protozoa,0,0,0,0,1,0
3843,Plasmodium vivax,Saguinus midas,Sinnamary region,0,Protozoa,0,0,0,0,1,0
4761,Trypanosoma diasi,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
4774,Endotrypanum schaudinni,Saguinus midas,Pará,0,Protozoa,0,0,0,0,1,0
4795,Pneumocystis carinii,Saguinus midas,French Guiana,1,Fungus,1,0,0,0,0,0
3367,Hymenolepis diminuta,Saguinus mystax,PERU,0.01,Helminth,0,0,0,0,0,1
684,Athesmia heterolecithodes,Saguinus mystax,Loreto,,Helminth,0,0,0,0,0,1
3303,Athesmia heterolecithodes,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3309,Fasciola sp.,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3397,Molineus elegans,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
3403,Necator americanus,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
3361,Hymenolepis nana,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3315,Phaneropsolus orbicularis,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3415,Strongyloides stercoralis,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
7949,Cryptosporidium sp.,Saguinus mystax,Estacion Biologica Quebrada Blanco,0.05,Protozoa,1,,,1,,
3433,Enterobius vermicularis,Saguinus mystax,PERU,0,Helminth,1,0,0,1,0,0
8026,Dipetalonema graciliformis,Saguinus mystax,Manaus,,Helminth,0,0,0,0,1,0
7946,Giardia sp.,Saguinus mystax,Estacion Biologica Quebrada Blanco,0,Protozoa,0,0,0,1,0,0
3385,Ascaris lumbricoides,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
3427,Trypanoxyuris sp.,Saguinus mystax,PERU,0,Helminth,1,0,0,1,0,0
3213,Prosthenorchis elegans,Saguinus mystax,Loreto,,Helminth,0,0,0,0,0,1
3439,Prosthenorchis elegans,Saguinus mystax,PERU,0.22,Helminth,0,0,0,0,0,1
7578,Prosthenorchis elegans,Saguinus mystax,Estacion Biologica Quebrada Blanco,0.304,Helminth,0,0,0,0,0,1
1504,Sparganum sp.,Saguinus mystax,BRAZIL,,Helminth,0,0,0,0,0,1
3194,Primasubulura jacchi,Saguinus mystax,Loreto,,Helminth,1,0,0,0,0,0
3409,Primasubulura jacchi,Saguinus mystax,PERU,0.6,Helminth,1,0,0,0,0,0
2290,Plasmodium brasilianum,Saguinus mystax,SOUTH AMERICA,0,Protozoa,0,0,0,0,1,0
1501,Mansonella mystaxi,Saguinus mystax,Fonte Boa,,Helminth,0,0,0,0,1,0
1502,Mansonella mystaxi,Saguinus mystax,Fonte Boa,,Helminth,0,0,0,0,1,0
1503,Mansonella mystaxi,Saguinus mystax,Fonte Boa,,Helminth,0,0,0,0,1,0
3391,Filariopsis barretoi,Saguinus mystax,PERU,0.21,Helminth,0,0,0,0,0,1
3373,Taenia sp.,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3421,Trichuris sp.,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
1499,Dipetalonema gracile,Saguinus mystax,COLOMBIA,,Helminth,0,0,0,0,1,0
1500,Dipetalonema gracile,Saguinus mystax,COLOMBIA,,Helminth,0,0,0,0,1,0
3214,Dipetalonema gracile,Saguinus mystax,Loreto,,Helminth,0,0,0,0,1,0
1505,Molineus vexillarius,Saguinus mystax,BRAZIL,,Helminth,0,0,0,1,0,0
3195,Platynosomum amazonensis,Saguinus mystax,Iquitos,,Helminth,0,0,0,0,0,1
3379,Ancylostoma braziliense,Saguinus mystax,PERU,0,Helminth,0,0,0,1,0,0
3321,Atriotaenia sp.,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3327,Diphyllobothrium sp.,Saguinus mystax,PERU,0,Helminth,0,0,0,0,0,1
3333,Spirometra sp.,Saguinus mystax,PERU,0.01,Helminth,0,0,0,0,0,1
7584,Hymenolepis cebidarum,Saguinus mystax,Estacion Biologica Quebrada Blanco,0.261,Helminth,0,0,0,0,0,1
7893,Spirura delicata,Saguinus mystax,Manaus,,Helminth,0,0,0,0,0,1
1531,Trypanoxyuris oedipi,Saguinus oedipus,BRAZIL,,Helminth,1,0,0,1,0,0
1533,Neodiplostomum sp.,Saguinus oedipus,BRAZIL,,Helminth,0,0,0,0,0,1
1865,Trypanosoma minasense,Saguinus oedipus,COLOMBIA,0.2,Protozoa,0,0,0,0,1,0
2169,Trypanoxyuris oedipi,Saguinus oedipus,BRAZIL,,Helminth,1,0,0,1,0,0
1864,Trypanosoma cruzi,Saguinus oedipus,COLOMBIA,0,Protozoa,0,0,0,0,1,0
1514,Filariopsis barretoi,Saguinus oedipus,COLOMBIA,,Helminth,0,0,0,0,0,1
1516,Trypanoxyuris callithricis,Saguinus oedipus,COLOMBIA,,Helminth,1,0,0,1,0,0
1529,Mansonella marmosetae,Saguinus oedipus,COLOMBIA,,Helminth,0,0,0,0,1,0
1530,Mansonella marmosetae,Saguinus oedipus,BRAZIL,,Helminth,0,0,0,0,1,0
1526,Trichospirura leptostoma,Saguinus oedipus,BRAZIL,,Helminth,0,0,0,0,1,0
1527,Trichospirura leptostoma,Saguinus oedipus,COLOMBIA,,Helminth,0,0,0,0,1,0
1534,Trypanoxyuris sp.,Saguinus oedipus,COLOMBIA,,Helminth,1,0,0,1,0,0
1523,Dipetalonema gracile,Saguinus oedipus,COLOMBIA,,Helminth,0,0,0,0,1,0
